record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,units_sold
87,17/01/11,8063,245387,426.7875,448.875,1,0,29
88,17/01/11,8063,245338,426.7875,448.1625,1,0,9
90,17/01/11,8063,547934,170.2875,170.2875,0,0,3
91,17/01/11,8063,679023,183.1125,183.1125,0,0,8
92,17/01/11,8063,546789,178.125,205.9125,0,0,10
93,17/01/11,8023,216418,98.325,88.35,0,1,233
94,17/01/11,8023,216419,98.325,88.35,0,1,256
95,17/01/11,8023,300021,98.325,98.325,0,0,52
96,17/01/11,8023,300291,184.5375,321.3375,0,0,18
98,17/01/11,8023,216425,133.95,133.95,0,0,58
99,17/01/11,8023,216233,134.6625,134.6625,0,0,114
100,17/01/11,8023,217390,140.3625,140.3625,0,0,226
104,17/01/11,8023,219009,205.2,205.2,0,0,189
105,17/01/11,8023,219029,310.65,310.65,0,0,121
106,17/01/11,8023,222087,169.575,220.1625,1,0,391
107,17/01/11,8023,320485,205.9125,205.9125,0,0,60
108,17/01/11,8023,378934,205.9125,205.9125,0,0,26
110,17/01/11,8023,222765,241.5375,241.5375,0,0,155
111,17/01/11,8023,223245,192.375,192.375,0,0,91
112,17/01/11,8023,223153,190.2375,236.55,1,0,59
113,17/01/11,8023,398721,431.775,448.1625,1,0,32
114,17/01/11,8023,245387,426.7875,448.1625,1,0,51
115,17/01/11,8023,245338,428.2125,448.1625,1,0,112
116,17/01/11,8023,600934,460.275,460.275,0,0,32
117,17/01/11,8023,547934,177.4125,177.4125,0,0,54
119,17/01/11,8023,545621,355.5375,355.5375,0,0,14
120,17/01/11,8058,216418,98.325,98.325,0,0,104
121,17/01/11,8058,216419,98.325,98.325,0,0,107
123,17/01/11,8058,216425,133.2375,133.2375,0,0,25
124,17/01/11,8058,216233,133.95,133.95,0,0,43
125,17/01/11,8058,217390,139.65,116.1375,0,1,82
128,17/01/11,8058,219844,236.55,280.0125,0,1,84
129,17/01/11,8058,219009,208.05,208.05,0,0,51
130,17/01/11,8058,219029,288.5625,288.5625,0,0,24
131,17/01/11,8058,222087,170.2875,210.9,1,0,173
132,17/01/11,8058,320485,205.9125,205.9125,0,0,22
133,17/01/11,8058,378934,205.9125,205.9125,0,0,12
134,17/01/11,8058,222765,241.5375,241.5375,0,0,50
135,17/01/11,8058,223245,213.0375,213.0375,0,0,42
138,17/01/11,8058,245387,426.7875,448.1625,1,1,31
139,17/01/11,8058,245338,426.7875,448.1625,1,1,41
143,17/01/11,8222,216418,97.6125,97.6125,0,0,101
144,17/01/11,8222,216419,97.6125,97.6125,0,0,76
145,17/01/11,8222,300021,98.325,98.325,0,0,52
146,17/01/11,8222,300291,184.5375,184.5375,0,0,8
148,17/01/11,8222,216425,131.8125,131.8125,0,0,74
149,17/01/11,8222,216233,134.6625,134.6625,0,0,50
150,17/01/11,8222,217390,138.9375,138.9375,0,0,148
152,17/01/11,8222,219009,205.9125,205.9125,0,0,77
153,17/01/11,8222,219029,303.525,303.525,0,0,43
154,17/01/11,8222,222087,183.1125,205.2,1,0,332
155,17/01/11,8222,320485,205.9125,205.9125,0,0,31
156,17/01/11,8222,378934,205.9125,205.9125,0,0,13
158,17/01/11,8222,222765,227.2875,227.2875,0,0,80
159,17/01/11,8222,223245,200.2125,200.2125,0,0,77
161,17/01/11,8222,398721,426.7875,448.1625,1,0,23
162,17/01/11,8222,245387,426.7875,448.1625,1,1,51
163,17/01/11,8222,245338,428.925,448.1625,1,1,65
165,17/01/11,8222,547934,177.4125,177.4125,0,0,19
168,17/01/11,8121,216418,84.075,84.075,0,0,61
172,17/01/11,8121,216425,123.2625,123.2625,0,0,25
173,17/01/11,8121,216233,123.2625,123.2625,0,0,46
174,17/01/11,8121,217390,136.8,170.2875,0,0,18
175,17/01/11,8121,217217,230.85,230.85,0,0,33
176,17/01/11,8121,217777,231.5625,231.5625,0,0,23
177,17/01/11,8121,219844,234.4125,234.4125,0,0,34
178,17/01/11,8121,219009,227.2875,227.2875,0,0,53
179,17/01/11,8121,219029,295.6875,295.6875,0,0,20
180,17/01/11,8121,222087,199.5,223.725,0,0,55
181,17/01/11,8121,320485,177.4125,177.4125,0,0,26
182,17/01/11,8121,378934,177.4125,177.4125,0,0,13
184,17/01/11,8121,222765,205.2,205.2,0,0,22
185,17/01/11,8121,223245,205.9125,205.9125,0,0,44
186,17/01/11,8121,223153,190.95,212.325,1,0,60
187,17/01/11,8121,398721,426.7875,448.1625,1,1,17
188,17/01/11,8121,245387,428.2125,448.1625,1,1,30
189,17/01/11,8121,245338,426.7875,448.1625,1,1,26
190,17/01/11,8218,216418,83.3625,82.65,0,1,49
191,17/01/11,8218,216419,82.65,71.25,0,1,46
193,17/01/11,8218,216425,126.1125,126.1125,0,0,18
194,17/01/11,8218,216233,128.25,128.25,0,0,18
195,17/01/11,8218,217390,111.8625,167.4375,0,0,17
196,17/01/11,8218,217217,237.975,237.975,0,0,3
199,17/01/11,8218,219009,217.3125,217.3125,0,0,31
200,17/01/11,8218,219029,264.3375,295.6875,0,1,30
201,17/01/11,8218,222087,191.6625,223.725,0,0,10
202,17/01/11,8218,320485,177.4125,177.4125,0,0,14
205,17/01/11,8218,223245,205.9125,205.9125,0,0,31
206,17/01/11,8218,223153,190.95,212.325,1,0,30
209,17/01/11,8218,245338,428.2125,448.875,1,1,24
212,17/01/11,8317,216419,83.3625,84.075,0,1,22
213,17/01/11,8317,300021,83.3625,82.65,0,1,39
216,17/01/11,8317,216425,132.525,132.525,0,0,19
217,17/01/11,8317,216233,125.4,125.4,0,0,68
218,17/01/11,8317,217390,141.075,167.4375,0,0,74
219,17/01/11,8317,217217,237.975,237.975,0,0,14
222,17/01/11,8317,219009,227.2875,227.2875,0,0,172
223,17/01/11,8317,219029,295.6875,295.6875,0,0,40
224,17/01/11,8317,222087,207.3375,207.3375,0,0,156
225,17/01/11,8317,320485,177.4125,177.4125,0,0,91
226,17/01/11,8317,378934,177.4125,177.4125,0,0,76
228,17/01/11,8317,222765,205.2,205.2,0,0,97
229,17/01/11,8317,223245,188.1,188.1,0,0,50
230,17/01/11,8317,223153,190.95,212.325,1,0,84
231,17/01/11,8317,398721,431.775,450.3,1,0,18
232,17/01/11,8317,245387,426.7875,448.875,1,0,21
233,17/01/11,8317,245338,428.925,448.1625,1,0,42
235,17/01/11,8317,547934,170.2875,170.2875,0,0,37
236,17/01/11,8317,679023,178.125,178.125,0,0,15
237,17/01/11,8317,546789,178.125,178.125,0,0,30
240,17/01/11,8319,216425,116.85,116.85,0,0,11
241,17/01/11,8319,216233,115.425,115.425,0,0,31
242,17/01/11,8319,217390,141.075,168.15,0,0,26
244,17/01/11,8319,219844,232.9875,235.125,0,1,56
245,17/01/11,8319,219009,219.45,219.45,0,0,42
246,17/01/11,8319,219029,312.7875,312.7875,0,0,38
247,17/01/11,8319,222087,227.2875,227.2875,0,0,12
248,17/01/11,8319,222765,240.825,240.825,0,0,8
249,17/01/11,8319,223245,213.0375,213.0375,0,0,18
252,17/01/11,8319,245387,429.6375,448.1625,1,0,13
257,17/01/11,8392,300291,184.5375,184.5375,0,0,2
258,17/01/11,8392,216425,116.1375,116.1375,0,0,15
259,17/01/11,8392,216233,115.425,115.425,0,0,42
260,17/01/11,8392,217390,133.2375,156.75,0,0,29
261,17/01/11,8392,217777,231.5625,231.5625,0,0,11
263,17/01/11,8392,219009,227.2875,227.2875,0,0,19
264,17/01/11,8392,219029,106.875,312.7875,0,0,11
265,17/01/11,8392,222087,210.9,210.9,0,0,20
268,17/01/11,8392,222765,240.825,240.825,0,0,4
269,17/01/11,8392,223245,213.0375,213.0375,0,0,14
272,17/01/11,8392,245338,426.7875,448.1625,1,0,2
273,17/01/11,8398,216418,98.325,98.325,0,0,103
274,17/01/11,8398,216419,99.0375,99.0375,0,0,90
275,17/01/11,8398,300021,98.325,98.325,0,0,29
277,17/01/11,8398,216425,134.6625,134.6625,0,0,44
278,17/01/11,8398,216233,131.8125,131.8125,0,0,53
279,17/01/11,8398,217390,141.7875,141.7875,0,0,85
282,17/01/11,8398,219009,221.5875,221.5875,0,0,63
283,17/01/11,8398,219029,282.15,314.2125,0,0,33
284,17/01/11,8398,222087,171.7125,205.2,1,0,145
285,17/01/11,8398,320485,205.9125,205.9125,0,0,9
287,17/01/11,8398,222765,250.8,250.8,0,0,67
288,17/01/11,8398,223245,207.3375,207.3375,0,0,53
289,17/01/11,8398,223153,190.2375,250.8,1,0,32
290,17/01/11,8398,398721,426.7875,448.1625,1,1,25
291,17/01/11,8398,245387,431.0625,448.1625,1,1,37
292,17/01/11,8398,245338,426.7875,451.725,1,1,69
293,17/01/11,8398,547934,177.4125,177.4125,0,0,6
295,17/01/11,8400,216418,97.6125,97.6125,0,0,44
296,17/01/11,8400,216419,97.6125,97.6125,0,0,41
297,17/01/11,8400,300021,97.6125,97.6125,0,0,28
299,17/01/11,8400,216425,131.1,131.1,0,0,29
300,17/01/11,8400,216233,133.95,133.95,0,0,44
301,17/01/11,8400,217390,141.075,141.075,0,0,66
305,17/01/11,8400,219009,216.6,216.6,0,0,29
306,17/01/11,8400,219029,327.0375,327.0375,0,0,38
307,17/01/11,8400,222087,190.95,221.5875,1,0,104
308,17/01/11,8400,222765,227.2875,227.2875,0,0,34
309,17/01/11,8400,223245,213.0375,213.0375,0,0,99
310,17/01/11,8400,223153,190.95,236.55,1,0,76
311,17/01/11,8400,398721,436.05,476.6625,1,0,15
313,17/01/11,8400,245338,426.7875,453.8625,1,1,46
314,17/01/11,8422,216418,84.075,84.075,0,0,51
315,17/01/11,8422,216419,83.3625,83.3625,0,0,65
318,17/01/11,8422,216233,124.6875,124.6875,0,0,19
319,17/01/11,8422,217390,139.65,161.7375,0,0,28
323,17/01/11,8422,219009,219.45,219.45,0,0,78
324,17/01/11,8422,219029,282.8625,282.8625,0,0,34
325,17/01/11,8422,222087,208.05,208.05,0,0,64
326,17/01/11,8422,320485,177.4125,177.4125,0,0,46
327,17/01/11,8422,378934,177.4125,177.4125,0,0,52
328,17/01/11,8422,222765,205.2,205.2,0,0,43
329,17/01/11,8422,223245,205.9125,205.9125,0,0,36
330,17/01/11,8422,223153,190.2375,212.325,1,0,96
332,17/01/11,8422,245387,426.7875,448.1625,1,0,14
333,17/01/11,8422,245338,428.925,448.1625,1,0,18
336,17/01/11,8438,216418,86.925,86.925,0,0,98
337,17/01/11,8438,216419,88.35,88.35,0,0,67
338,17/01/11,8438,300021,86.925,86.925,0,0,21
340,17/01/11,8438,216425,126.825,126.825,0,0,31
341,17/01/11,8438,216233,126.825,126.825,0,0,47
342,17/01/11,8438,217390,136.8,168.8625,0,0,48
343,17/01/11,8438,217217,229.425,229.425,0,0,21
344,17/01/11,8438,217777,231.5625,231.5625,0,0,28
345,17/01/11,8438,219844,230.1375,230.1375,0,0,50
346,17/01/11,8438,219009,224.4375,224.4375,0,0,109
347,17/01/11,8438,219029,312.7875,312.7875,0,0,46
348,17/01/11,8438,222087,215.8875,215.8875,0,0,57
349,17/01/11,8438,320485,177.4125,177.4125,0,0,38
350,17/01/11,8438,378934,177.4125,177.4125,0,0,37
352,17/01/11,8438,222765,240.825,240.825,0,0,33
353,17/01/11,8438,223245,213.0375,213.0375,0,0,62
354,17/01/11,8438,223153,190.2375,213.0375,1,0,137
355,17/01/11,8438,398721,426.7875,448.875,1,1,20
356,17/01/11,8438,245387,426.7875,448.875,1,1,35
357,17/01/11,8438,245338,427.5,448.1625,1,1,53
358,17/01/11,8438,600934,483.7875,483.7875,0,0,22
360,17/01/11,8555,216418,85.5,85.5,0,0,30
361,17/01/11,8555,216419,86.925,86.925,0,0,17
365,17/01/11,8555,216233,132.525,132.525,0,0,11
366,17/01/11,8555,217390,138.9375,163.1625,0,0,27
370,17/01/11,8555,219009,227.2875,227.2875,0,0,25
371,17/01/11,8555,219029,295.6875,295.6875,0,1,7
372,17/01/11,8555,222087,223.725,223.725,0,0,31
375,17/01/11,8555,223245,193.8,193.8,0,0,24
376,17/01/11,8555,223153,190.2375,201.6375,1,0,43
379,17/01/11,8555,245338,431.775,448.1625,1,0,9
380,17/01/11,8562,216418,98.325,98.325,0,0,118
381,17/01/11,8562,216419,99.0375,112.575,0,0,96
382,17/01/11,8562,300021,98.325,98.325,0,0,23
384,17/01/11,8562,216425,134.6625,134.6625,0,0,36
385,17/01/11,8562,216233,133.2375,133.2375,0,0,49
386,17/01/11,8562,217390,140.3625,140.3625,0,0,125
390,17/01/11,8562,219009,203.0625,203.0625,0,0,103
391,17/01/11,8562,219029,327.0375,327.0375,0,0,107
392,17/01/11,8562,222087,173.85,181.6875,1,0,169
393,17/01/11,8562,320485,205.9125,205.9125,0,0,31
394,17/01/11,8562,378934,205.9125,205.9125,0,0,16
395,17/01/11,8562,222765,241.5375,241.5375,0,0,48
396,17/01/11,8562,223245,204.4875,204.4875,0,0,73
397,17/01/11,8562,223153,190.2375,236.55,1,0,61
398,17/01/11,8562,398721,426.7875,448.1625,1,0,10
399,17/01/11,8562,245387,426.7875,448.1625,1,1,36
400,17/01/11,8562,245338,427.5,452.4375,1,1,81
402,17/01/11,8562,547934,177.4125,177.4125,0,0,20
407,17/01/11,8869,216418,98.325,112.575,0,1,98
408,17/01/11,8869,216419,99.0375,112.575,0,1,101
409,17/01/11,8869,300021,99.0375,98.325,0,1,22
412,17/01/11,8869,216425,133.95,133.95,0,0,35
413,17/01/11,8869,216233,134.6625,134.6625,0,0,47
414,17/01/11,8869,217390,142.5,142.5,0,0,143
415,17/01/11,8869,217217,241.5375,282.8625,0,1,44
418,17/01/11,8869,219009,206.625,206.625,0,0,48
419,17/01/11,8869,219029,327.0375,327.0375,0,0,46
420,17/01/11,8869,222087,181.6875,203.0625,1,0,151
423,17/01/11,8869,222765,220.1625,220.1625,0,0,73
424,17/01/11,8869,223245,193.8,193.8,0,0,35
425,17/01/11,8869,223153,190.2375,213.0375,1,0,30
427,17/01/11,8869,245387,426.7875,448.1625,1,0,35
428,17/01/11,8869,245338,426.7875,448.1625,1,1,54
429,17/01/11,8869,679023,178.125,205.9125,0,1,28
431,17/01/11,8991,216418,84.075,84.075,0,0,78
432,17/01/11,8991,216419,83.3625,83.3625,0,0,100
433,17/01/11,8991,300021,82.65,83.3625,0,1,79
435,17/01/11,8991,216425,125.4,125.4,0,0,30
436,17/01/11,8991,216233,125.4,125.4,0,0,24
437,17/01/11,8991,217390,138.9375,158.8875,0,0,44
438,17/01/11,8991,217217,232.275,232.275,0,0,18
439,17/01/11,8991,217777,230.1375,230.1375,0,0,18
440,17/01/11,8991,219844,230.1375,230.1375,0,0,27
441,17/01/11,8991,219009,215.175,215.175,0,0,81
442,17/01/11,8991,219029,295.6875,295.6875,0,0,38
443,17/01/11,8991,222087,218.025,218.025,0,0,57
444,17/01/11,8991,320485,177.4125,177.4125,0,0,48
445,17/01/11,8991,378934,177.4125,177.4125,0,0,32
446,17/01/11,8991,222765,205.2,205.2,0,0,54
447,17/01/11,8991,223245,199.5,199.5,0,0,46
448,17/01/11,8991,223153,189.525,212.325,1,0,113
449,17/01/11,8991,398721,428.2125,450.3,1,0,24
450,17/01/11,8991,245387,428.925,448.1625,1,1,21
451,17/01/11,8991,245338,426.7875,448.1625,1,1,37
452,17/01/11,8991,600934,483.7875,483.7875,0,0,14
453,17/01/11,8991,547934,170.2875,170.2875,0,0,15
455,17/01/11,8991,546789,178.125,203.0625,0,0,23
456,17/01/11,8911,216418,83.3625,83.3625,0,0,42
457,17/01/11,8911,216419,73.3875,84.7875,0,0,49
459,17/01/11,8911,216425,130.3875,130.3875,0,0,9
460,17/01/11,8911,216233,126.1125,126.1125,0,0,21
461,17/01/11,8911,217390,136.0875,167.4375,0,0,29
462,17/01/11,8911,217217,237.975,237.975,0,0,23
464,17/01/11,8911,219844,232.9875,232.9875,0,0,28
465,17/01/11,8911,219009,227.2875,227.2875,0,0,42
466,17/01/11,8911,219029,295.6875,295.6875,0,0,15
467,17/01/11,8911,222087,212.325,212.325,0,0,31
468,17/01/11,8911,222765,205.2,205.2,0,0,24
469,17/01/11,8911,223245,205.9125,205.9125,0,0,38
470,17/01/11,8911,223153,190.2375,212.325,1,0,31
472,17/01/11,8911,245387,426.7875,448.875,1,0,20
473,17/01/11,8911,245338,428.925,448.875,1,0,18
474,17/01/11,9001,216419,97.6125,97.6125,0,0,14
482,17/01/11,9001,223245,213.0375,213.0375,0,0,29
486,17/01/11,9043,216418,98.325,91.9125,0,1,66
487,17/01/11,9043,216419,98.325,112.575,0,1,84
488,17/01/11,9043,300021,99.0375,113.2875,0,1,35
490,17/01/11,9043,216425,132.525,132.525,0,0,32
491,17/01/11,9043,216233,133.2375,133.2375,0,0,30
492,17/01/11,9043,217390,141.7875,141.7875,0,0,48
494,17/01/11,9043,219009,210.9,210.9,0,0,21
495,17/01/11,9043,219029,327.0375,327.0375,0,0,15
496,17/01/11,9043,222087,171.7125,213.75,1,0,71
497,17/01/11,9043,320485,205.9125,205.9125,0,0,11
499,17/01/11,9043,222765,241.5375,241.5375,0,0,40
500,17/01/11,9043,223245,213.0375,213.0375,0,0,29
501,17/01/11,9043,223153,190.2375,236.55,1,0,23
504,17/01/11,9043,245338,430.35,460.275,1,1,48
506,17/01/11,9043,547934,177.4125,177.4125,0,0,17
507,17/01/11,9092,216418,84.075,84.075,0,0,60
508,17/01/11,9092,216419,83.3625,83.3625,0,0,34
509,17/01/11,9092,216425,125.4,125.4,0,0,14
510,17/01/11,9092,216233,122.55,122.55,0,0,21
511,17/01/11,9092,217390,138.225,160.3125,0,0,31
512,17/01/11,9092,219844,233.7,233.7,0,0,10
513,17/01/11,9092,219009,222.3,222.3,0,0,65
514,17/01/11,9092,219029,295.6875,295.6875,0,0,32
515,17/01/11,9092,222087,209.475,209.475,0,0,50
516,17/01/11,9092,320485,177.4125,177.4125,0,0,31
517,17/01/11,9092,378934,177.4125,177.4125,0,0,29
518,17/01/11,9092,222765,205.2,205.2,0,0,45
519,17/01/11,9092,223245,205.9125,205.9125,0,0,39
520,17/01/11,9092,223153,190.2375,212.325,1,0,34
521,17/01/11,9092,398721,433.2,448.1625,1,0,12
522,17/01/11,9092,245387,431.0625,448.1625,1,1,39
523,17/01/11,9092,245338,427.5,448.1625,1,1,55
526,17/01/11,9092,679023,182.4,182.4,0,0,10
527,17/01/11,9092,546789,179.55,203.0625,0,0,25
528,17/01/11,9112,216418,98.325,98.325,0,0,180
529,17/01/11,9112,216419,98.325,112.575,0,0,173
530,17/01/11,9112,300021,98.325,112.575,0,1,85
533,17/01/11,9112,216425,133.2375,133.2375,0,0,33
534,17/01/11,9112,216233,133.95,133.95,0,0,104
535,17/01/11,9112,217390,138.9375,138.9375,0,0,154
538,17/01/11,9112,219844,231.5625,283.575,0,1,98
539,17/01/11,9112,219009,218.025,218.025,0,0,148
540,17/01/11,9112,219029,327.0375,327.0375,0,0,82
541,17/01/11,9112,222087,179.55,207.3375,1,0,279
542,17/01/11,9112,320485,205.9125,205.9125,0,0,47
546,17/01/11,9112,222765,227.2875,227.2875,0,0,72
547,17/01/11,9112,223245,205.9125,205.9125,0,0,83
548,17/01/11,9112,223153,190.2375,236.55,1,0,58
550,17/01/11,9112,245387,426.7875,448.1625,1,1,41
551,17/01/11,9112,245338,426.7875,448.1625,1,1,68
553,17/01/11,9112,547934,177.4125,177.4125,0,0,9
554,17/01/11,9112,673209,355.5375,355.5375,0,0,10
556,17/01/11,9132,216419,83.3625,84.075,0,1,35
558,17/01/11,9132,216425,130.3875,130.3875,0,0,13
559,17/01/11,9132,216233,125.4,125.4,0,0,18
561,17/01/11,9132,217217,228,225.15,1,0,26
563,17/01/11,9132,219009,218.025,218.025,0,0,33
564,17/01/11,9132,219029,295.6875,295.6875,0,0,9
565,17/01/11,9132,222087,201.6375,223.725,0,0,15
566,17/01/11,9132,222765,205.2,205.2,0,0,14
567,17/01/11,9132,223245,203.0625,203.0625,0,0,90
568,17/01/11,9132,223153,190.2375,207.3375,1,0,135
574,17/01/11,9147,216418,98.325,98.325,0,0,89
575,17/01/11,9147,216419,99.0375,99.0375,0,0,68
576,17/01/11,9147,300021,98.325,98.325,0,0,43
578,17/01/11,9147,216425,132.525,132.525,0,0,51
579,17/01/11,9147,216233,133.2375,133.2375,0,0,46
580,17/01/11,9147,217390,141.7875,141.7875,0,0,110
584,17/01/11,9147,219009,227.2875,227.2875,0,0,58
585,17/01/11,9147,219029,312.7875,312.7875,0,0,32
586,17/01/11,9147,222087,180.975,223.0125,1,0,56
589,17/01/11,9147,222765,223.725,223.725,0,0,57
590,17/01/11,9147,223245,195.9375,195.9375,0,0,42
592,17/01/11,9147,398721,426.7875,448.1625,1,0,19
594,17/01/11,9147,245338,426.7875,447.45,1,0,57
595,17/01/11,9147,547934,177.4125,177.4125,0,0,4
597,17/01/11,9164,216418,98.325,70.5375,0,1,105
598,17/01/11,9164,216419,99.0375,99.0375,0,1,108
599,17/01/11,9164,300021,98.325,91.2,0,1,49
600,17/01/11,9164,216425,132.525,132.525,0,0,37
601,17/01/11,9164,216233,134.6625,134.6625,0,0,20
602,17/01/11,9164,217390,141.7875,141.7875,0,0,134
604,17/01/11,9164,219009,221.5875,221.5875,0,0,66
605,17/01/11,9164,219029,327.0375,327.0375,0,0,45
606,17/01/11,9164,222087,171.7125,208.7625,1,0,164
607,17/01/11,9164,320485,205.9125,205.9125,0,0,35
608,17/01/11,9164,378934,205.9125,205.9125,0,0,18
609,17/01/11,9164,222765,241.5375,241.5375,0,0,46
610,17/01/11,9164,223245,201.6375,201.6375,0,0,73
611,17/01/11,9164,223153,185.9625,236.55,1,0,38
613,17/01/11,9164,245387,426.7875,448.1625,1,0,16
614,17/01/11,9164,245338,429.6375,448.1625,1,1,63
615,17/01/11,9164,600934,460.275,460.275,0,0,5
616,17/01/11,9164,547934,176.7,176.7,0,0,22
619,17/01/11,9178,216233,134.6625,134.6625,0,0,21
623,17/01/11,9178,219009,227.2875,227.2875,0,0,42
626,17/01/11,9178,222765,205.2,205.2,0,0,7
627,17/01/11,9178,223245,205.9125,205.9125,0,0,43
628,17/01/11,9178,223153,190.95,211.6125,1,0,60
631,17/01/11,9178,245338,428.925,446.7375,1,1,25
633,17/01/11,9190,216419,87.6375,87.6375,0,0,59
634,17/01/11,9190,300021,87.6375,87.6375,0,0,21
636,17/01/11,9190,327492,104.7375,182.4,0,0,20
637,17/01/11,9190,216425,124.6875,124.6875,0,0,39
638,17/01/11,9190,216233,128.9625,128.9625,0,0,77
639,17/01/11,9190,217390,139.65,168.8625,0,0,75
640,17/01/11,9190,217217,237.975,237.975,0,0,22
641,17/01/11,9190,217777,228.7125,228.7125,0,0,10
643,17/01/11,9190,219009,219.45,219.45,0,0,133
644,17/01/11,9190,219029,312.7875,312.7875,0,0,58
645,17/01/11,9190,222087,223.725,223.725,0,0,89
646,17/01/11,9190,320485,177.4125,177.4125,0,0,63
647,17/01/11,9190,378934,177.4125,177.4125,0,0,60
650,17/01/11,9190,222765,240.825,240.825,0,0,52
651,17/01/11,9190,223245,213.0375,213.0375,0,0,51
652,17/01/11,9190,223153,190.2375,213.0375,1,1,43
654,17/01/11,9190,245387,429.6375,448.1625,1,1,34
655,17/01/11,9190,245338,426.7875,448.1625,1,1,22
659,17/01/11,9221,216418,87.6375,86.2125,0,1,61
661,17/01/11,9221,300021,85.5,86.925,0,1,18
662,17/01/11,9221,216425,123.2625,123.2625,0,0,22
663,17/01/11,9221,216233,118.275,118.275,0,0,32
664,17/01/11,9221,217390,137.5125,165.3,0,0,42
666,17/01/11,9221,217777,235.125,235.125,0,0,36
667,17/01/11,9221,219844,235.125,235.125,0,0,33
668,17/01/11,9221,219009,219.45,219.45,0,0,43
669,17/01/11,9221,219029,293.55,293.55,0,0,24
670,17/01/11,9221,222087,214.4625,214.4625,0,0,24
672,17/01/11,9221,378934,177.4125,177.4125,0,0,14
673,17/01/11,9221,222765,240.825,240.825,0,0,4
